Date	observed	5%	95%	BMA	SWAT	HECHMS	hymod	Modified SCS-CN
12/24/2003	47.01	20.86	54.86	37.85	53.43	32.91	24.27	27.27
12/25/2003	45.02	18.38	52.37	35.37	49.90	30.90	23.20	26.87
12/26/2003	43.04	16.04	50.02	33.03	46.92	29.18	22.02	25.23
12/27/2003	40.49	13.76	47.73	30.74	44.09	27.45	20.75	23.70
12/28/2003	37.94	11.61	45.58	28.59	41.44	25.82	19.43	22.27
12/29/2003	35.11	9.52	43.49	26.50	38.89	24.20	18.07	20.93
12/30/2003	31.43	7.55	41.51	24.53	36.30	22.76	16.72	19.68
12/31/2003	28.32	5.70	39.66	22.68	33.65	21.33	15.54	19.14
1/1/2004	25.68	13.92	37.88	20.90	30.89	20.06	14.47	18.64
1/2/2004	23.16	12.34	36.29	19.31	29.09	18.79	13.47	17.54
1/3/2004	21.44	10.95	34.90	17.92	27.57	17.67	12.52	16.51
1/4/2004	19.99	10.38	33.58	16.60	26.21	16.55	11.62	15.55
1/5/2004	18.72	11.59	32.36	15.38	24.90	15.56	10.76	14.65
1/6/2004	17.64	12.81	31.14	14.16	23.53	14.58	9.95	13.80
1/7/2004	16.62	12.96	30.00	13.02	22.12	13.71	9.20	13.02
1/8/2004	15.55	5.10	28.85	11.87	20.70	12.84	8.51	12.29
1/9/2004	14.61	6.13	27.83	10.85	19.32	12.08	7.93	11.72
1/10/2004	13.96	7.00	26.96	9.98	18.01	11.31	7.63	11.94
1/11/2004	13.51	7.80	26.15	9.17	16.76	10.64	7.45	12.06
1/12/2004	13.00	8.55	25.40	8.42	16.14	9.97	7.32	11.40
1/13/2004	12.40	9.17	24.79	7.81	15.78	9.37	7.19	10.78
1/14/2004	11.92	9.70	24.26	7.28	15.64	8.78	7.03	10.19
1/15/2004	11.38	10.16	23.80	6.81	15.55	8.26	6.85	9.65
1/16/2004	10.79	10.66	23.30	6.32	15.37	7.73	6.63	9.14
1/17/2004	10.22	10.13	22.84	5.85	15.10	7.27	6.38	8.66
1/18/2004	9.68	9.61	22.35	5.37	14.72	6.81	6.16	8.29
1/19/2004	9.23	9.07	21.89	4.91	14.28	6.41	5.96	7.94
1/20/2004	8.78	8.55	21.41	4.43	13.83	6.00	5.76	7.54
1/21/2004	8.35	8.00	20.96	3.98	13.39	5.62	5.55	7.17
1/22/2004	7.93	6.44	20.52	3.54	12.97	5.24	5.33	6.83
1/23/2004	7.53	6.85	20.12	3.13	12.57	4.90	5.11	6.51
1/24/2004	7.16	6.23	19.74	2.75	12.21	4.57	4.88	6.21
1/25/2004	6.85	6.34	19.62	2.64	11.88	4.63	4.66	5.93
1/26/2004	7.11	6.97	19.99	3.01	11.60	4.69	4.86	8.23
1/27/2004	10.08	8.50	25.47	8.48	11.35	10.19	6.03	19.20
1/28/2004	13.82	3.62	30.37	13.37	11.14	15.69	7.57	26.89
1/29/2004	16.40	3.79	33.19	16.20	10.94	20.62	9.10	25.25
1/30/2004	17.90	3.03	36.03	19.03	10.71	25.54	10.42	23.72
1/31/2004	19.17	6.01	35.00	18.00	10.67	24.38	11.44	22.29
2/1/2004	19.65	5.53	35.50	18.52	15.49	23.21	12.14	20.95
2/2/2004	19.85	5.22	36.17	19.19	21.18	21.84	12.52	19.70
2/3/2004	20.16	5.12	37.07	20.09	27.00	20.48	12.80	19.45
2/4/2004	20.76	5.84	37.80	20.82	31.68	19.38	12.95	19.25
2/5/2004	21.55	5.03	37.99	21.01	35.17	18.29	12.93	18.13
2/6/2004	22.00	5.02	38.00	21.01	37.11	17.65	12.75	17.06
2/7/2004	22.06	5.03	38.01	21.01	37.65	17.01	12.73	18.43
2/8/2004	21.97	6.33	39.30	22.31	36.61	19.16	12.73	19.72
2/9/2004	21.61	7.75	40.72	23.74	37.37	21.32	12.67	18.55
2/10/2004	21.15	8.65	40.62	23.63	37.83	21.24	12.51	17.47
2/11/2004	20.70	8.43	40.40	23.41	37.89	21.16	12.24	16.45
2/12/2004	20.81	11.09	42.06	25.07	37.33	22.89	12.37	20.37
2/13/2004	22.48	10.21	44.17	27.19	35.76	24.62	13.05	28.59
2/14/2004	25.74	13.86	47.82	30.83	35.31	29.44	13.98	32.26
2/15/2004	33.41	18.86	52.83	35.84	36.17	34.25	15.83	41.19
2/16/2004	41.63	24.30	58.31	41.31	36.88	39.33	18.08	51.95
2/17/2004	50.40	29.28	63.29	46.28	41.48	44.41	20.33	53.31
2/18/2004	61.73	31.87	65.89	48.88	47.22	44.72	22.49	56.56
2/19/2004	69.38	34.02	68.05	51.03	52.48	45.03	24.23	58.24
2/20/2004	73.91	33.50	71.53	50.51	57.68	42.74	25.42	54.53
2/21/2004	75.89	32.42	74.46	49.44	61.01	40.44	26.03	51.07
2/22/2004	75.04	30.71	72.75	47.73	62.34	38.06	26.10	47.83
2/23/2004	72.49	28.45	74.50	45.47	61.82	35.68	25.70	44.80
2/24/2004	68.24	25.93	69.97	42.95	59.75	33.55	24.97	42.08
2/25/2004	63.43	23.10	64.13	40.11	56.54	31.43	23.96	39.55
2/26/2004	59.75	20.40	60.42	37.41	52.70	29.75	22.83	37.29
2/27/2004	58.90	20.23	59.30	37.26	48.57	28.08	22.47	49.55
2/28/2004	59.18	25.96	60.21	43.08	43.76	33.05	23.70	72.20
2/29/2004	60.88	30.28	64.57	47.42	43.43	38.02	25.49	78.96
3/1/2004	61.45	33.67	67.83	50.75	44.05	44.29	27.21	73.89
3/2/2004	60.60	37.81	71.90	54.86	46.96	50.56	28.53	69.15
3/3/2004	59.47	36.90	70.96	53.93	51.59	48.13	29.32	64.71
3/4/2004	58.62	35.97	70.01	52.99	55.98	45.70	29.55	60.57
3/5/2004	57.48	34.42	68.46	51.44	59.01	42.92	29.26	56.70
3/6/2004	56.35	32.38	66.43	49.40	60.34	40.15	28.53	53.08
3/7/2004	53.80	30.14	64.19	47.16	60.14	37.73	27.45	49.70
3/8/2004	50.97	27.56	61.60	44.58	58.72	35.31	26.10	46.55
3/9/2004	46.72	24.94	58.97	41.95	56.44	33.19	24.57	43.60
3/10/2004	44.17	22.31	56.33	39.32	53.62	31.07	23.09	41.51
3/11/2004	41.06	19.83	53.84	36.83	50.47	29.30	21.64	39.58
3/12/2004	37.66	17.28	51.28	34.27	47.40	27.53	20.20	37.10
3/13/2004	34.26	14.85	48.84	31.84	44.32	25.92	18.77	34.78
3/14/2004	30.58	12.47	46.45	29.46	41.30	24.31	17.37	32.61
3/15/2004	27.10	10.25	44.23	27.23	38.38	22.86	16.01	30.58
3/16/2004	24.64	9.12	42.09	25.10	35.58	21.42	14.78	28.81
3/17/2004	23.08	9.24	40.20	23.22	32.94	20.14	13.78	27.56
3/18/2004	22.20	9.40	38.36	21.38	30.45	18.87	12.91	26.26
3/19/2004	21.24	8.65	36.61	19.63	28.14	17.74	12.13	24.66
3/20/2004	20.13	8.98	34.94	17.96	25.99	16.62	11.39	23.15
3/21/2004	19.17	5.53	33.43	16.45	24.03	15.63	10.68	21.75
3/22/2004	18.07	11.97	31.99	15.01	22.25	14.64	10.00	20.44
3/23/2004	16.91	13.26	30.70	13.72	20.65	13.77	9.35	19.21
3/24/2004	15.55	14.47	29.49	12.51	19.24	12.90	8.71	18.07
3/25/2004	14.19	12.55	28.41	11.43	18.01	12.13	8.11	17.01
3/26/2004	12.71	11.57	27.39	10.41	16.93	11.36	7.53	16.01
3/27/2004	11.47	10.47	26.49	9.51	15.98	10.69	6.99	15.07
3/28/2004	10.56	8.33	25.63	8.65	15.16	10.01	6.49	14.20
3/29/2004	9.66	9.09	24.87	7.89	14.44	9.41	6.02	13.38
3/30/2004	8.83	7.81	24.16	7.17	13.82	8.82	5.59	12.61
3/31/2004	8.24	7.27	23.69	6.71	13.32	8.35	5.43	12.60
4/1/2004	7.79	6.71	23.26	6.27	12.87	7.89	5.42	12.62
4/2/2004	7.39	6.19	22.77	5.78	12.50	7.51	5.47	11.92
4/3/2004	6.88	5.66	22.30	5.32	12.19	7.13	5.52	11.25
4/4/2004	6.46	6.13	21.84	4.85	11.93	6.71	5.53	10.63
4/5/2004	6.00	5.57	21.40	4.41	11.71	6.30	5.51	10.04
4/6/2004	5.55	4.97	21.00	4.01	11.53	5.92	5.45	9.50
4/7/2004	5.15	4.36	20.61	3.62	11.36	5.55	5.34	8.99
4/8/2004	4.70	3.70	20.27	3.28	11.22	5.22	5.21	8.52
4/9/2004	4.28	3.03	19.93	2.95	11.09	4.89	5.06	8.08
4/10/2004	3.91	2.34	19.63	2.65	10.97	4.60	4.91	7.66
4/11/2004	3.51	3.55	19.42	2.43	10.86	4.30	4.95	7.75
4/12/2004	3.23	2.64	21.33	4.34	10.77	6.05	5.77	12.18
4/13/2004	3.28	2.76	23.21	6.22	10.82	7.79	7.06	16.23
4/14/2004	4.08	3.34	25.63	8.64	10.27	11.31	8.88	18.00
4/15/2004	4.67	3.77	28.20	11.21	10.44	14.83	10.75	19.32
4/16/2004	4.90	3.14	28.82	11.84	11.95	15.39	12.39	18.17
4/17/2004	4.67	3.28	29.67	12.69	14.17	15.94	13.68	17.09
4/18/2004	4.30	4.29	29.67	12.69	16.51	15.08	14.56	16.08
4/19/2004	3.91	3.37	29.58	12.60	18.58	14.21	15.06	15.14
4/20/2004	3.77	3.61	29.35	12.37	20.16	13.33	15.20	14.25
4/21/2004	4.56	3.99	28.97	11.98	21.25	12.44	15.06	13.42
4/22/2004	5.86	5.44	28.52	11.54	21.84	11.68	14.68	12.65
4/23/2004	6.85	6.02	27.94	10.95	21.96	10.92	14.12	11.92
4/24/2004	7.48	6.65	27.31	10.32	21.69	10.27	13.44	11.24
4/25/2004	7.79	7.36	26.60	9.62	21.15	9.62	12.68	10.61
4/26/2004	7.67	6.92	26.05	9.06	20.42	9.28	11.87	10.01
4/27/2004	7.42	7.24	25.72	8.74	19.61	8.93	11.46	10.85
4/28/2004	7.31	6.52	26.44	9.46	18.74	10.23	11.22	11.69
4/29/2004	6.91	6.08	26.88	9.90	17.87	11.52	11.03	11.03
4/30/2004	6.17	6.45	26.50	9.52	17.04	11.52	10.82	10.41
5/1/2004	5.83	4.61	26.34	9.36	16.29	11.52	10.89	10.81
5/2/2004	6.29	5.84	26.12	9.14	15.59	11.36	11.16	11.37
5/3/2004	7.67	6.86	27.10	10.11	15.00	11.19	12.49	18.37
5/4/2004	10.65	3.37	30.61	13.61	14.26	15.00	14.36	25.35
